text,class
" this product description is correct concerning putting the unit together and the portablity of the unit. what it doesn't say is that you really get a workout. no matter what incline it is in it feels as though you are walking up a hill in sandy soil. if you want a strenuous workout then this unit is for you. if you simply want the unit just to simulate normal walking on a level surface then this is not the unit for you ",negative
" i guess you get what you pay for. this pedometer was difficult to calibrate and continued to miscount steps and therefore distance covered. it is made of plastic and came unclipped easily. i am a big person and have started walking to improve my health. this product does not work for me although it might be a different story for a slim person. it has been relegated to the junk drawer and probably will eventually be thrown away. i'll have to find another that works better and purchase it ",negative
" initially the 340 was way too sensitive to be even remotely accurate. it did however give my wife a good laugh; she was sure that at least 5000 of my 10000 'steps' were registered while sitting perfectly still and clicking the tv remote. but after one week of use the darn thing became so *in*sensitive that it would only register when i jumped up and down like a pogo stick. pass on this one ",negative
" not worth the shipping cost. completely flawed. i ordered the oregon scientific which is perfect. should be zero stars. dr. parha ",negative
" i gave this pedometer one star because it is not for anyone who wants to use it straight off of the shelf. this pedometer can work if you do not mind working on it. it has problems that need modification. the top of the clip on this pedometer pushes against the body making the vertical angle 20 degrees or more off of plumb. that means the weighted arm inside drags on the circuit board and does not move freely. remove the factory clip and the tabs that hold it. add some adhesive velchro to the back of the case. make a fabric band for your ankle. attach the ends to each other with velchro. put a strip of velchro on the outside of the band for attaching the pedometer to the band. i get accurate readings with this pedometer when it is attached to the inside of my right ankle. i got inconsistent readings with it on my waistline. the hair spring that returns the weighted arm to its upright position weakened considerably after about ten miles and the pedometer drastically undercounted. i opened the pedometer and added a strut to brace the spring. the strut is made of thin brass. aluminum from a soda can would work too. i made a v in one end of the strut to hold the spring. i pushed lightly against the spring from the left side drilled a hole in the brass and anchored the strut to a screw on the lower left part of the circuit board. the strut angles up just slightly from the screw that anchors it. i now have quite a few miles on the pedometer. (i have a theory the spring weakened because its solder joint to the circuit board may have broken slightly and allowed the spring to twist freely.) several times the pedometer reset itself to 0 for no apparent reason. i know nothing pushed on the reset button. one incident was while it was going through the scanner at airport security. once it reset while i was walking. twice it reset while i was napping on the sofa. i am thinking a charge of static electricity overwhelmed the circuit but i do not know. static electricity from too many synthetic fabrics can be a problem with more expensive pedometers too. this pedometer uses a counter circuit. if someone needs an inexpensive electronic counter connect a wire to the weighted arm and another wire to the coiled spring it contacts. connect a button switch to the two wires. freeze the weighted arm in place with hot glue ",negative
" we bought our machine 2 weeks ago. it looks wonderful nice sturdy with alot of different features but we haven't been able to use it. it didn't work from the day we brought it home and have been fighting with ironman's customer service department ever since. they keep giving us the runaround saying different technicians are coming but nobody ever shows up. evertime we call their 1800 number we're on hold for at least 30 minutes before we even get to talk to a person and then they just lie and say they will either call us back or have someone out that day. well after 2 weeks we've had it! we're taking it back and never buying another ironman product again. they're nice machines with good warrentys but what good is it if they won't get anyone out there to fix it? nothing against the store they've been great. just 2 big thumbs down for the manufacturer ",negative
" the first time i used these push-up bars the flimsy plastic they're made out of cracked in three different places. perhaps they will still hold up and not fail entirely but i'm not going to risk an injury finding out. in the trash they go... i suggest you buy some that are made out of metal tubing ",negative
" this does not fit on super 9 rifles as far as i know. besides it first off has a too high zoom and also is tiny! (most scopes are whatever zoom x30. for example i own a 3-9x44 scope. this means it is adjustable from 3 to 9 times zoom. the second number refers to the size of the scope lens. i'd seriously reccomend a 3x30 if you can get one. also make sure it's dovetail if its for the super9 otherwise make sure it is a weaver rail. if you are getting it for the super 9 do not forget to unscrew the rear sight (peephole) ",negative
" i purchased this bike rack because i was moving out of state and didn't have enough room in the back of my car for the bike. i also needed a rack to transport my bike to local trails parks etc. so i went with schwinn given the brand name and that it was relatively inexpensive. i drove from nc to fla approx 700 miles bad idea with this rack. i didn't have any trouble assembling the rack only took about 5 minutes and was ready to go. however during my trip i had to pull over on the side of the interstate no less than 5 times to tighten the straps back. the buckles do not hold the straps in place. this is a real problem if you are travelling on a highway (or any busy road) and you have to worry about your bike flying off the back into oncoming traffic. also even if the buckles hold the wind drag from the bike starts to pull the brackets right off of the rack frame. i had to purchase 4 bungee cords and rope in order to secure my bike from flying off the back (and yes the rack was assembled correctly). bottom line this rack is probably a great value if don't plan on driving more than a a few miles or over 40-50mph otherwise it is a a complete waste. ",negative
" i bought this model a year ago and replaced the deck after approximately 8 months. just recently the deck cracked again. of course the warrantly no longer applies. save yourself the headache of dealing with this company and spend a little extra to upgrade to a better brand. ",negative
" i myself is a proform treadmill customer and tortured by their customer services. i also found some reviews on the internet mentioning their machines broke down in several months after purchase. (mine in three months.) the strategy of the customer service is basically make wild guesses of what went wrong and send you the parts asking you to replace it by yourself. (in one occasion they even asked me to take off the motor and find a local garage to test the motor to see if it's good.)these back-and-forth guessing games normally drag on for months and eventually they claim the warranty expired and they can no longer serve you even though it's still within one year. i believe you are looking for a treadmill for exercise not to practice your debate skill over the phone with some customer service keep saying: this is our policy. ",negative
" i am 6'1 and this jump rope was too short for me it says that its adujustable but it can only be made shorter and not longer. for a kid this is a good jump rope but its definitely not for a tall person ",negative
" billy is great full of energy and enthusiam. i get great results from his workout much better than any other instructor. my family get great results from his workout. his customer service rep were helpful. however i strongly strongly recommend ordering your taebo products through amazon. i've been doing business with amazon many years and have placed over 150 orders. i never never once had any problems with my orders at amazon. when i had questions it's amazing at not only how quick amazon will reply but will give a long thorough and kind explanation. because they reply within a day and take so much time with the response it shows they truly care for you and want to give you the best service possible. i've never found customer service of this very high and rare quality. in november of 2005 after ordering the billy bands from the official billy bank's website. i was sent a package without my permission from the company that contained billy's energy formula supplements. it was a 14 day delayed bill for 31.85. i was upset this was sent without me knowing but here's the worse part. i contacted customer service a gentleman told me don't worry you haven't been billed just send us back the package and we'll credit you $5 into your account for the shipping packaging and mailing cost you pay out of your own pocket to have the items sent back. within a few days i send the product i never requested back. twice by phone and once by email from 3 different cust rep i was told i would receive a $5 credit to my bank account within 7 to 10 days. i was already upset about this matter but it wasn't that big of a concern. however about 2 weeks well over 10 days i never received the $5 credit to my account. but there was a charge taken from their company without my permisson or authorization from my own personal bank account for $8.97 . a few days later the $8.97 was put back into my account. when i contacted the company this is their reply: thank you for your recent e-mail. we apologize for the inconvenience. our records show that your vitamin shipment was on a 14 day delay billing cycle (i sent the item i never wanted back in 7 days not over the 14 day limit). this means that when the charges actually went through you were only charged for a small portion of the amount that showed on the invoice (i kept the copy and nowhere on the invoice is this stated). you received a credit for the shipping and handling plus 5.00 dollars to ship it back too. this means when the charge for the vitamins actually went through you were only charged for 8.97. this is also the refund that you have received the amount paid (again since the item was sent back within 14 days i shouldn't have been charged and nowhere on the invoice is this stated that i would only be charged a small portion). so basically they sent me a product i never requested. told me they would give me some money to have the product sent back. took money from my bank account without me knowing and paid me back with my own money they stolen. to sum it up do business with amazon! ",negative
" i bought the set in a rush without reading the reviews big mistake! the cardio boot camp is missing which makes the prescribed program not work as the workout that you need for week 2 and 3 is missing. the beginner boot camp is boring though the advanced is challenging fun. if i knew what wasn't included i wouldn't have bought it. they should list what's not included in the description. it seems somewhat deceptive ",negative
" i bought this hoping it would be a cheap and easy way to do crunches in the living room while watching tv... i wondered how the thing worked since the pictures and blurb are less than descriptive. what it boils down to is that this is a foot hook tied to a bar with a nylon strap. the nylon strap is cheap and appears that it will wear quickly. the idea is you hook the bar under a closed door then do sit-ups/crunches...the problem is that the nylon strap doesn't actually hold your feet down. i wanted a product that would hold my feet down and allow me to use it in the middle of the room. negative on both accounts. you need a good sturdy door to implement this product and then it still doesn't truly hold your feet down. looks like i'll break down and buy one of the bars that actually clamps to the bottom of a door to hold your feet down ",negative
" when i received the flashlight it was broken i have tried to contact mark golden in delray florida the place the flashlight was sent from and have heard nothing back this week ",negative
" rechargeable flashlights are a sensational idea - an essential part of any family's emergency kit (and ecologically smart to boot). while this product is satisfactory for say a science demonsration on the faraday principle its usefulness as a flashlight is considerably more limited. to its credit: this flashlight was meant to last and will stand extremes of water and temperature. when dropped into water it will float beam-side up for easy retrieval. it's so sturdy tha it will likely last for the lifetime of the user - and you can't say that about too many products. shake this light for a while and a disk of rare earth conducts enough current to sustain a light for a small amount of time. while you may read claims of up to one or two hours a faint but workable current only lasts for about ten minutes and then you shake again. and again. as long as you don't mind the repetition the wan stream of bluish light will serve your purposes in a blackout or some other emergency. but don't entertain thoughts that you'll be able to read find small objects or perform any kind of detail work. if you don't have a chance to compare this to its better competition you might not know that say the sherpa xray offers a well-focused beam you can read by. while no rechargeable can give you the kind of illumination you'll find in a traditional flashlight your options are brighter if you stay away from the diamond gen. invest in something more powerful and you'll find that a flashlight's usefulness becomes considerably greater. this flashlight was disappointing and useless in any practical context ",negative
" 9 of 9 people found the following review helpful: everlife is littlelight november 22 2005 reviewer: agnazzo (tampa florida united states) - see all my reviews living in florida i bought two of these everlife flashlights. the party that said that these flashlights are charged up during shipping is suffering from shaking of the head. it takes at least a minute of shaking after delivery before the flashlight is giving out its maximum amount of light which is very low. after that to keep it operating more shaking is in order. the illumination which is very low compared to other battery flashights dies out very rapidly and need additional shaking to keep it going. this flashlihgt to be fair may come in handy during a hurricane power failure. led flashlights that use batteries are far superior to these shaking flashlights.the batteries last a very long time due to the low power that leds operate at ",negative
" i was promised 1-2 day shipping and didn't get it. i was promised reciept by dec. 6th and haven't gotten it ",negative
" in the beginning the led seemed to stay bright for a considerable amount of time but now after almost no use (except fooling with it) it doesn't remain lit for even 5 minutes. very very poor buy ",negative
" this stuff has a very strong smell -- like wd-40 or something. if you can stand the smell you might as well buy a can at the local hardware store -- at least then you'd probably get a little straw that could be used to spray it under the center of your treadmill belt. i bought this stuff because i thought it would be odorless like all other treadmill lubricant i've bought. but it isn't odorless. it really stinks. i don't like that permeating smell in my house especially in my workout room. i recommend the lifespan 100% silicone lubricant. it's a little pricier for the quantity you receive but it's the good (odorless) stuff ",negative
" i purchased the ab lounge 2 online but returned it the same day. it's too bulky & heavy. i wanted it for my bedroom to use in the mornings while watching the news but it's too heavy to move around and it does not fold. i put it together in my living room and then tried to get it into my bedroom but it wouldn't fit through the door. i had to un-screw the bars fold & pull it through the door. if i had put the ab lounge 2 downstairs then i would never use it. unless you want the ab lounge 2 to be a permanent fixture in your bedroom or living room then i would order something else. i need this thing to be where i can easily use it & then put it away.......the ab lounge 2 is way too big & bulky for that. unless you have a room where it will remain a permanent fixture then don't buy it. i'm buying the ultra ab lounge because it folds for easy storage....it's more expensive but to me it's worth the convenience of having the easy storage capability. i don't my exercise equipment to be sitting in my bedroom or living room when it's not in use. ",negative
" i tried this last year and by the second day i woke up in great pain. i tried it again a few weeks later hoping it wasn't the juice that caused the pain the first time and the same thing happened. i give it 2 stars because i actually did lose a few pounds on this stuff ",negative
" got the mat for free for ordering the series 7 treadmill and while putting the mat under my treadmill it ripped. it is made by this rubbery plastic and it's just okay. i wouldn't pay $100 for it it's true but i was very disappointed that it ripped so easily. not very durable... but i got mine for free so i guess i wasn't too surprised it was given away. ",negative
" i myself is a proform treadmill customer and tortured by their customer services. i also found some reviews on the internet mentioning their machines broke down in several months after purchase. (mine in three months.) the strategy of the customer service is basically make wild guesses of what went wrong and send you the parts asking you to replace it by yourself. (in one occasion they even asked me to take off the motor and find a local garage to test the motor to see if it's good.)these back-and-forth guessing games normally drag on for months and eventually they claim the warranty expired and they can no longer serve you even though it's still within one year. i believe you are looking for a treadmill for exercise not to practice your debate skill over the phone with some customer service keep saying: this is our policy. ",negative
" this product description is correct concerning putting the unit together and the portablity of the unit. what it doesn't say is that you really get a workout. no matter what incline it is in it feels as though you are walking up a hill in sandy soil. if you want a strenuous workout then this unit is for you. if you simply want the unit just to simulate normal walking on a level surface then this is not the unit for you ",negative
" i guess you get what you pay for. this pedometer was difficult to calibrate and continued to miscount steps and therefore distance covered. it is made of plastic and came unclipped easily. i am a big person and have started walking to improve my health. this product does not work for me although it might be a different story for a slim person. it has been relegated to the junk drawer and probably will eventually be thrown away. i'll have to find another that works better and purchase it ",negative
" initially the 340 was way too sensitive to be even remotely accurate. it did however give my wife a good laugh; she was sure that at least 5000 of my 10000 'steps' were registered while sitting perfectly still and clicking the tv remote. but after one week of use the darn thing became so *in*sensitive that it would only register when i jumped up and down like a pogo stick. pass on this one ",negative
" not worth the shipping cost. completely flawed. i ordered the oregon scientific which is perfect. should be zero stars. dr. parha ",negative
" i gave this pedometer one star because it is not for anyone who wants to use it straight off of the shelf. this pedometer can work if you do not mind working on it. it has problems that need modification. the top of the clip on this pedometer pushes against the body making the vertical angle 20 degrees or more off of plumb. that means the weighted arm inside drags on the circuit board and does not move freely. remove the factory clip and the tabs that hold it. add some adhesive velchro to the back of the case. make a fabric band for your ankle. attach the ends to each other with velchro. put a strip of velchro on the outside of the band for attaching the pedometer to the band. i get accurate readings with this pedometer when it is attached to the inside of my right ankle. i got inconsistent readings with it on my waistline. the hair spring that returns the weighted arm to its upright position weakened considerably after about ten miles and the pedometer drastically undercounted. i opened the pedometer and added a strut to brace the spring. the strut is made of thin brass. aluminum from a soda can would work too. i made a v in one end of the strut to hold the spring. i pushed lightly against the spring from the left side drilled a hole in the brass and anchored the strut to a screw on the lower left part of the circuit board. the strut angles up just slightly from the screw that anchors it. i now have quite a few miles on the pedometer. (i have a theory the spring weakened because its solder joint to the circuit board may have broken slightly and allowed the spring to twist freely.) several times the pedometer reset itself to 0 for no apparent reason. i know nothing pushed on the reset button. one incident was while it was going through the scanner at airport security. once it reset while i was walking. twice it reset while i was napping on the sofa. i am thinking a charge of static electricity overwhelmed the circuit but i do not know. static electricity from too many synthetic fabrics can be a problem with more expensive pedometers too. this pedometer uses a counter circuit. if someone needs an inexpensive electronic counter connect a wire to the weighted arm and another wire to the coiled spring it contacts. connect a button switch to the two wires. freeze the weighted arm in place with hot glue ",negative
" we bought our machine 2 weeks ago. it looks wonderful nice sturdy with alot of different features but we haven't been able to use it. it didn't work from the day we brought it home and have been fighting with ironman's customer service department ever since. they keep giving us the runaround saying different technicians are coming but nobody ever shows up. evertime we call their 1800 number we're on hold for at least 30 minutes before we even get to talk to a person and then they just lie and say they will either call us back or have someone out that day. well after 2 weeks we've had it! we're taking it back and never buying another ironman product again. they're nice machines with good warrentys but what good is it if they won't get anyone out there to fix it? nothing against the store they've been great. just 2 big thumbs down for the manufacturer ",negative
" the first time i used these push-up bars the flimsy plastic they're made out of cracked in three different places. perhaps they will still hold up and not fail entirely but i'm not going to risk an injury finding out. in the trash they go... i suggest you buy some that are made out of metal tubing ",negative
" this does not fit on super 9 rifles as far as i know. besides it first off has a too high zoom and also is tiny! (most scopes are whatever zoom x30. for example i own a 3-9x44 scope. this means it is adjustable from 3 to 9 times zoom. the second number refers to the size of the scope lens. i'd seriously reccomend a 3x30 if you can get one. also make sure it's dovetail if its for the super9 otherwise make sure it is a weaver rail. if you are getting it for the super 9 do not forget to unscrew the rear sight (peephole) ",negative
" i purchased this bike rack because i was moving out of state and didn't have enough room in the back of my car for the bike. i also needed a rack to transport my bike to local trails parks etc. so i went with schwinn given the brand name and that it was relatively inexpensive. i drove from nc to fla approx 700 miles bad idea with this rack. i didn't have any trouble assembling the rack only took about 5 minutes and was ready to go. however during my trip i had to pull over on the side of the interstate no less than 5 times to tighten the straps back. the buckles do not hold the straps in place. this is a real problem if you are travelling on a highway (or any busy road) and you have to worry about your bike flying off the back into oncoming traffic. also even if the buckles hold the wind drag from the bike starts to pull the brackets right off of the rack frame. i had to purchase 4 bungee cords and rope in order to secure my bike from flying off the back (and yes the rack was assembled correctly). bottom line this rack is probably a great value if don't plan on driving more than a a few miles or over 40-50mph otherwise it is a a complete waste. ",negative
" i bought this model a year ago and replaced the deck after approximately 8 months. just recently the deck cracked again. of course the warrantly no longer applies. save yourself the headache of dealing with this company and spend a little extra to upgrade to a better brand. ",negative
" i myself is a proform treadmill customer and tortured by their customer services. i also found some reviews on the internet mentioning their machines broke down in several months after purchase. (mine in three months.) the strategy of the customer service is basically make wild guesses of what went wrong and send you the parts asking you to replace it by yourself. (in one occasion they even asked me to take off the motor and find a local garage to test the motor to see if it's good.)these back-and-forth guessing games normally drag on for months and eventually they claim the warranty expired and they can no longer serve you even though it's still within one year. i believe you are looking for a treadmill for exercise not to practice your debate skill over the phone with some customer service keep saying: this is our policy. ",negative
" absolutely no use to me whatsoever. next ",negative
" i am 6'1 and this jump rope was too short for me it says that its adujustable but it can only be made shorter and not longer. for a kid this is a good jump rope but its definitely not for a tall person ",negative
" i ordered two of these to save on shipping and figured the extra tube would be good for relube in another year or two. after applying one vial it seemed even worse than before. (tread catches as i walk.) so i applied the second vial just to make it usuable. (still not great.) this stuff is overpriced and either they don't give you enough or it's poor quality ",negative
" i bought the set in a rush without reading the reviews big mistake! the cardio boot camp is missing which makes the prescribed program not work as the workout that you need for week 2 and 3 is missing. the beginner boot camp is boring though the advanced is challenging fun. if i knew what wasn't included i wouldn't have bought it. they should list what's not included in the description. it seems somewhat deceptive ",negative
" i purchased this matt to protect my laminate flooring from the weight of my heavy elliptical exercise machine. unfortunetly the matt is not thick and compresses to paper thin under the weight of the elliptical. i would not recommend this to anyone with anything more than very light exercise equipment ",negative
" ...for more than a couple of minutes (no matter what i did) and the toilet monster kept falling into the drink. overall it was quite underwhelming as a practical joke. i've gotten much better results for the same money with other products ",negative
" the suction cups do not work on many toilet seats. though the idea is great save your money unless you have some to burn ",negative
" this is the biggest joke on the planet. no doubt it is scary but c'mon people. i guess it's to scare the sh*t out of you. my comment has to be the first serious review that has been made for this item. think about it . . . the toilet. one of the best places for germs. and you want to attach some rubber device to it. i'll do you one better and you'll get just as good a laugh from it. (also it'll be a lot cheaper) go buy a roll of saran-wrap. cling it tightly to the top of the toilet bowl. wait and watch as your guest visit the bathroom to use it. i don't think no one will die from this type of trick ",negative
" i consider my dogs to be small - they are all around 25 pounds. i have had to tighten everything on the backpack to keep them from being too loose and i still feel like they are a little bit too big. i think that for a small backpack that they are just too large. thank you ",negative
" i returned this item as it didn't fit my 19-pound boston terrier well at all. it was way too large for his body. small obviously means small for a larger dog instead. just be aware! ",negative
" i bought this hoping it would be a cheap and easy way to do crunches in the living room while watching tv... i wondered how the thing worked since the pictures and blurb are less than descriptive. what it boils down to is that this is a foot hook tied to a bar with a nylon strap. the nylon strap is cheap and appears that it will wear quickly. the idea is you hook the bar under a closed door then do sit-ups/crunches...the problem is that the nylon strap doesn't actually hold your feet down. i wanted a product that would hold my feet down and allow me to use it in the middle of the room. negative on both accounts. you need a good sturdy door to implement this product and then it still doesn't truly hold your feet down. looks like i'll break down and buy one of the bars that actually clamps to the bottom of a door to hold your feet down ",negative
" when i received the flashlight it was broken i have tried to contact mark golden in delray florida the place the flashlight was sent from and have heard nothing back this week ",negative
" rechargeable flashlights are a sensational idea - an essential part of any family's emergency kit (and ecologically smart to boot). while this product is satisfactory for say a science demonsration on the faraday principle its usefulness as a flashlight is considerably more limited. to its credit: this flashlight was meant to last and will stand extremes of water and temperature. when dropped into water it will float beam-side up for easy retrieval. it's so sturdy tha it will likely last for the lifetime of the user - and you can't say that about too many products. shake this light for a while and a disk of rare earth conducts enough current to sustain a light for a small amount of time. while you may read claims of up to one or two hours a faint but workable current only lasts for about ten minutes and then you shake again. and again. as long as you don't mind the repetition the wan stream of bluish light will serve your purposes in a blackout or some other emergency. but don't entertain thoughts that you'll be able to read find small objects or perform any kind of detail work. if you don't have a chance to compare this to its better competition you might not know that say the sherpa xray offers a well-focused beam you can read by. while no rechargeable can give you the kind of illumination you'll find in a traditional flashlight your options are brighter if you stay away from the diamond gen. invest in something more powerful and you'll find that a flashlight's usefulness becomes considerably greater. this flashlight was disappointing and useless in any practical context ",negative
" 9 of 9 people found the following review helpful: everlife is littlelight november 22 2005 reviewer: agnazzo (tampa florida united states) - see all my reviews living in florida i bought two of these everlife flashlights. the party that said that these flashlights are charged up during shipping is suffering from shaking of the head. it takes at least a minute of shaking after delivery before the flashlight is giving out its maximum amount of light which is very low. after that to keep it operating more shaking is in order. the illumination which is very low compared to other battery flashights dies out very rapidly and need additional shaking to keep it going. this flashlihgt to be fair may come in handy during a hurricane power failure. led flashlights that use batteries are far superior to these shaking flashlights.the batteries last a very long time due to the low power that leds operate at ",negative
" i was promised 1-2 day shipping and didn't get it. i was promised reciept by dec. 6th and haven't gotten it ",negative
" in the beginning the led seemed to stay bright for a considerable amount of time but now after almost no use (except fooling with it) it doesn't remain lit for even 5 minutes. very very poor buy ",negative
" the wood is very nice - but the design/ manufacturing is very poor. my experience trying to assemble this rack was frustrating. the holes aren't properly pre-drilled. the hole at the top didn't match up with the cap-plate hole which a) made it very difficult to screw together (the first screw stripped) and b) resulted in a gap and wobbly finally assembly. i experienced the same issue with shallow pre-drilled holes in the bottom and the bolts not going in all the way. i never got to the point of figuring out the cryptic finally assembly instructions. based on the wobbly central column i decided to disassemble mine and send it back. ",negative
" when i was assembling this product i discovered that not only were the instructions vague and that the product pictured did not appropriately match the product given but that the product itself was sloppily manufactured. the predrilled holes were only half the depths that the instructions required them to be in order to properly assemble and adjust the final height. my thought is... how hard is it to drill a hole to a proper depth? luckily i own the tools necessary to fix their mistakes but how much money are they really saving by inconveniencing their customers? i wish i could give this product a higher rating but hopefully there are better alternatives ",negative
" this pillow is too small and it is not comfortable at all ",negative
" i bought these skates last year with the plans of putting outdoor wheels on them. when i tried to take the wheels off they wouldn't budge! spend the extra $50 on a pair of quality skates that you can keep for years. when the *indoor* wheels on these die the skates die too. these most definitely are not roller derby skates since those girls change their wheels all the time! ",negative
" i bought these skates for my daughter from sport authority. since we both wear the same size i decided i would try and skate in them after my daughter. she complained the wheels would not roll and when i tried to loosen them with a skate tool they wouldn't loosen at all. i tried to skate in them as well and i almost fell on my face. i wasn't expecting the same quality as my professional skates but at least hoped for skates that rolled safely! ",negative
" i am a huge ski person and i got the jump it is so small for me because i am do like 50 feet drops all the time. ___________________my suggestion___________________ this is good for you starting your kid out on there first scooter they got for the holidays or skate board what ever you get him and its good for those things. not ideal what so ever for skiing. i got it to practice low ground tricks like a 180 at least so go for it if you are doing it for your son or daughter with there first scooter or bike or skateboard not skiing ",negative
" this may be an acceptable ramp for a child 6-8 but an older child would laugh at this one. i was embarrassed to even give it to my son ",negative
" it wasnt very good and it didnt tell how bad it wqa ",negative
" there was no indication prior to purchase that the ramp would need to be secured to another surface thru nails or bolts. my son saved up to buy this thinking he could use it on a sidewalk or road. he could not. it is too light to maintain any stability without being fastened to another surface ",negative
" this ramp is terribly designed for a skateboard. first of all i thought this would be a bit larger. when i tried to go off of the ramp my nose hit the front of it. not only is it not fun but you need to weigh it down if you dont want to slide around. if you are considering purchasing this item for use with a skateboardi recommend something else. ",negative
" it should be stateed this item is for 7 years and younger very small for older kid ",negative
" not very bright for an led. and guess what? this is about 2 1/2 inches long if it is standing on its tippy-toes! given the picture shows a spike on it one could have the impression that it is big enough to spike into the ground and mark a trail or something... well the spike is more like a thumbtack. i realize the images are provided by the manufacturer so i don't blame amazon - but there is no excuse for not accurately listing the actual size of this. ",negative
" i got four boxes of these matches so i was motivated to learn how to use them. i had read the directions about poking them into the lid. i tried stroking and poking at various angles and finally got one to light after about 10 minutes. it burned down to the wood portion and went out. incidentally these matches are very short. perhaps one is supposed to light them with a lighter ",negative
" i bought a sight from airsplat for my son's airsoft rifle as a christmas gift. the screws were too short to attach it to his kitty kat ( a shortened m-4) airsoft rifle's weaver rail. yes i could go out and find screws the proper length but i though i'd make airsplat do their job. so after several e-mails with the service department they shipped screws that they claimed were the right size. wrong. the diameter of the new screws is so big they won't fit through the mounting bracket on the sight. obviously it was too hard to try this out in the store to see if it would really mount on a weaver rail before selling the product or when they sent replacement screws. why by a gun from these guys? if it arrives broken you pay to ship it back. want a refund? you pay a 15% restocking fee. take a pass on airsplat. ",negative
" the title pretty much says it all. the bag is solid and didn't get too soft even after a good amount of use. the big downside is that the metal clasps that are used to hang up the bag are of extremely poor quality and can't support the weight of the bag. one of the clasps actually broke in two and two of the others became bent beyond usability. all within about six months of use. unless you're prepared to spot weld the clasps to reinforce them i'd look elsewhere for a heavy bag. ",negative
" i was so frustrated with those so called sticky mats my hands would slide forward in simple poses like downward facing dog. so i decided to give the $50 skidless yoga towel a try. this worked pretty well for my slipping hands but i had a new problem. i was unable to get traction for my feet and felt as though they would slip up when in many of the commonly practiced poses in yoga. (downward facing dog even poses like triangle and extended side angle). i really tried giving this towel a chance but ended up purchasing a harmony yoga mat (those rubber mats) which greatly reduced my slippery yoga experiences. i would not recommend the skidless towel for your entire mat maybe you may have better luck with just the hand towel. i realized with yoga mats that every person is different so what doesn't work for me may work for you. i just thought i would give my 2 cents ",negative
