text,class
" i owned samsung t809 months ago and i was very frustrated because the bluetooth doesn't work well sometimes it has connection (bluetooth) but most of the time it doesn't work. yeah! it's a good looking cellphone but not a friendly user one. ",negative
" i purchased a brand new samsung t809 and right out of the box the battery cover would not stay on the phone. i went to a genuine t-mobile retailer and after working on the phone for a good half-an-hour they were still unable to get the battery cover to fit. the sales rep had a t809 himself and was easily able to get his personal battery cover to fit. clearly a manufactuering defect by samsung. i contacted samsung for a replacement... after six weeks of hassling them over the issue the end result was that the t809 battery cover is not included in the warranty. what?! end result i get to duct tape my battery in place. thanks. if you're going to spend serious money on a high end phone... go with a brand name that actually stands behind their product. clearly not samsung ",negative
" i got this phone basically for free but even taking that into account i'm pretty disappointed with the phone. this is my first samsung and i'm pretty sure my last one! i owned a nokia before and i regret that i betrayed it. from now i wouldn't get anything besides nokia and in the worst case maybe sony-ericsson. so here is a short list of those little things that make your life with this phone (and it's combination with t-mobile) annoying: - the keys are not comfortable to use. - it's not really comfortable to open/close the slider and to make it easier you have to put your thumb on the screen which leaves is greasy all the time. - putting a comma while writing a text message capitalizes the next word - what is the logic in that?! (it annoys me because i do use text messages a lot) - you can't set the camera shutter to be silent... - you can only save 1 phone type for each category - what if the person has 2 business phones... - you cannot choose the e-mail address of a person from the contact list when you want to send a picture message to an e-mail address. and there is a lot more of those little illogical things that were just not thought through like it would've been in a nokia (even in a model 5 years old!) oh yeah and t-mobile really contributed to the greatness of this phone removing some of the features and limiting others like setting your mp3 as a ringtone (although there is an easy hack around it: just change the extension from .mp3 to .3gp ",negative
" i can't believe that with technology as advanced as it is samsung could produce this giant pos. it's flashy yes. but does it deliver?? no. i actually refused to pay the bill and let them shut my service off. i loved the clarity of the pictures even though the 1 megapixel camera was pretty lousy and i even liked the video feature. but the phone is only good if you can use it!!! it's been years since i've had such lousy reception from a phone. i'm considering taking the dealer to court over this since they pushed it on me and told me what a great phone it was. i want my money back!! ",negative
" has to be the worst phone i have ever had to pay for. between the missing features (no voice dial on a $200 phone?!) crippled features (i have to buy ringtones use their t-zone for the wap when i have the unlimited internet service already?) and poor reception and terrible battery life it has almost made me want to pay the early cancellation fee and find another carrier. anyone who would charge some much for this pos really doesn't deserve my business ",negative
" going by the plantronics name i bought a pair of m60 headsets to use on a cell and a miniphone. they are incredibly cheaply made and when my wife gave them a try she got a nasty feedback squeal several times during a long call. essentially unusable unless we find some trick that we have missed so far. we ordered a sennheiser pc120 to try instead ",negative
" i bought 2 charges to try and save a buck but they are complete junk. they worked but never well for about a month and then the metal charger tip totally pulled apart from the unit ",negative
" i agree with most of the others it worked okay for a couple of months... now not only does it not charge my phone but if i plug it into my phone it immediately loses all charge! it's also always falling out of the lighter plug. i don't have that problem with any of my other chargers and i carry three chargers with me for my different gadgets ",negative
" although this charger is suggested when purchasing the verizon razr the phone complains that this an unauthorized charger and it will not charge the phone. do not waste your time with this ",negative
" does not work with verizon v3c. when i plug the phone in it says unauthorized charger and refuses to charge at all. it is a useless piece of junk for me considering it is supposed to be a charger. i give it one star only because amazon does not have the option for no stars. if i could i would give it zero stars. i suppose that would be bad for business but it is what it is. avoid this cheaply made product and get the real thing. maybe it works in china but not in north america ",negative
" a useless piece of junk. worked for 3 minutes then broke. have since bought a motorola-brand one for three times what i paid for this piece of junk. do not be attracted by a cheap price tag because you get what you pay for (or what you dont pay for in this case). ",negative
" this razr car charger only worked for about 1 week then quit working.. i would not recommend this vendors products. ",negative
" the premium vehicle power charger was not compatible. i returned i ",negative
" motorola one is far better in quality as well to use ",negative
" the product description should state that it does not work with the verizon v3c! when plugged in it states unauthorized charger and will not charge at all (although if the battery is dead it will give you enough juice to speak but it still won't charge(?)). ",negative
" these are not the same that come on the earbud and are not easy to use or to hear from. i sent mine back ",negative
" i bought these for use on my ipod earbuds. i had an old pair (they were green) that worked great but i lost one. within minutes of putting them on the earbuds they split open - all three pairs! if you're planning on using these for your ipod headphones look into the older colored ones - i believe they're a different material and less prone to cracking ",negative
" the service was good but the product didn't have enough info for me to make a wise decision. at the end i couldn't use the product on my jabra ear piece. the item description should have information on compatible ear sets to help make a better purchasing choice ",negative
" save your money. the eargels split in two days. i used regular ear buds on the large size. they did hold the buds in the ear better but no gain in sound quality. if you want the small and med i'll send them to you for shipping. i have no use for them ",negative
" i have ear gels before but none that were this cheap (and i don't mean cost!). there was no consistency in the size (they come in different sizes but no two were the same). and without fail every single one i tried to use split in half after being installed on the ear piece. every one! it didn't seem to matter if they were small or larger -- or even larger than the ear piece. the material just began tearing from both sides and ended up falling off in ever instance. i am sure there must be a better quality version of these things somewhere. i seriously do not recommend these to anyone ",negative
" as others have mentioned the front window blanks out almost immediately and even worse it doesn't show your missed calls. you have to open the phone. stupid design. it does not have any exterior lights such as my old samsung that showed when it was charging when charge completed when a voice mail was waiting etc. this phone needs to be opened to get any info. can't even see the time without opening phone. while talking on phone it blacks out after about 1 minute. i don't like that either. it's also very hard to hear on it. especially if in car with traffic noise. no i'm not driving but i'm a passenger trying to use my phone. forget it. re the color that someone mentioned. cingular is a light pastel pink tmobile is magenta (dark pink). the one thing i like is that this phone is a quad band and if you travel interationally it will be great. i just got the phone so haven't used it interational yet. oh it must tmobile to get international service. the phone has a camera plus other tech features but i don't use them. i want my phone only to be a phone no other gadgets. i would never buy this phone again and as soon as i'm eligible for an upgrade this phone is history. i doubt i would get a motorola ever again i'll stick to samsung. ",negative
" i actually went through three of these phones. each one that i had would just turn off in the middle of a call...not just drop the call i mean the phone shuts off! then i would try and start it again no go! so i had to take the battery out of the phone put it all back together and then restart it. half of the time it would start and say invalid battery and i would start the entire process over again. i complained so much to tmobile that they exchanged it for a motorola v360 which has all the same features except better reception and an mp3 player. i wouldnt reccommend this phone to anyone.... p.s. my husband has the silver one and the same thing happend to his ",negative
" i was so excited to get my first cool phone. . .i've always had perfectly serviceable but boring cell phones and when i saw the pink razr i knew i wanted one. i saved my pennies and gave myself an end-of-school-year present. i have only had this phone for a month but i am horribly disappointed. it has horrible reception (and i know it's not the network because i tested it side by side with other t-mobile phones) and drops more than half of my calls. it also turns itself off all the time - in the middle of conversation while in your pocket whenever. i went back to t-mobile and they are sending me a new samsung but i'm sort of disappointed that my pretty pink phone didn't live up to expectations. : ",negative
" t-mobile has the worst customer services. sometimes it is the company's mistake and they still blame it on the customer. since i started my plan i had a problem reciving my bill on time. so the company start charging me $5 late fee for four consecutive months. also when i tried adding additional features such as their text-message-bundle the change on the account did not take effect till two days later and i was charged for 10 cents for each message i used in these two daysand it costed me an additional $4. every time i tried complaining to their customer services they just wouldn't listen. i am starting to get the feeling that they are just trying to maximize their profit. more than once if i stay long-enough on the line they put me on mute so they don't have to listen to my complaining. i feeling that i am being treated like dirt not like a customer. i had the worst customer-services experience with t-mobile. also the reception is not the best in the country. i had friends who were using the same phone as the one i have but different network and they were getting services in places where i don't have it and they pay about the same amount of money ",negative
" i purchased this item for use while driving my car in oct of 2005 for $29.00 without tax. i was told it would work for the lg phones which is what i have i see now you can no longer find these for sale and gee i wonder why... i probable used this item a total of 8 times when i drove my manual transmission car i didnt really use it while driving my truck which was automatic. the jabra now does not work...and after only 8 uses a friend of mine also bought one and his lasted about 6 months as well. while using it the phone cuts out and the caller can not hear you at the other end and you have to constantly pull the plug and stick it back in after a while you just give up cause it doesnt work. i emailed the company several times at info@jabra.com but have not tried to call them yet and had no results with the emails. i have a feeling i lose anyways with this purchase. the thing is not worth the money and does not seem to last long and is not made for lg cell phones iknow the one i got with the phone stinks due to the fit but al least it was free and still works top notch. to bad this was a comfortable ear piece but very short lived. do not purchase this even for the 4.99 prices you may find it for on ebay ",negative
" junk. junk. junk. mine lasted for only three weeks then one day stopped working ",negative
" i went through 2 of these in as many months - the sound quality was very spotty and the mic would intermittently quit working. people regularly had a hard time understanding me when the mic was working and the voice recognition on my cell phone couldn't even distinguish between 'yes' and 'no.' ",negative
" design is great and very comfortable but sound quality is poor - people on the other side of the conversation constantly claim that sound/ mic is not clear or muffled. find an alternate hands free- piece ",negative
" i owned two of these earbooms. the fit was comfortable and the sound very good. however after a month or two of use both sets cracked the plastic where the boom enters the ear piece. i imagine this came from adjusting the boom position which put strain on the plastic. the plastic used for this is not strong enough to take the stress ",negative
" i have no problems with how the unit feels and fits into my ear -- it's unobtrusive and light. however i constantly get complaints from whoever i'm talking to on the phone that my voice is too quiet. i have to speak up louder than normal and cup my hand around the back of the microphone in order to produce an acceptable volume which kind of defeats the purpose of the headset. the problem seems to be that the boom is too short leaving the microphone too far from and to the side of the mouth ",negative
" the gel inserts on the jabra is quite uncomfortable at least for me. it's a bit hard to make the earbud stay in my ear and forget about jogging wearing this. also the insert comes off very easily and if a friend wants to borrow it and has different size of ears you need to find the other sizes of the insert. sound quality is mediocre as callees often complain about wind noise from my end. i'm not happy with these ",negative
" apparently you need to &quot;know&quot; your technical specs -- universal does not mean nokia so after getting the product and on the packaging reading clearly there that it doesn't work with nokia i get the expense of sending it back. this should be on the technical specs which are crap on this site ",negative
" i owned samsung t809 months ago and i was very frustrated because the bluetooth doesn't work well sometimes it has connection (bluetooth) but most of the time it doesn't work. yeah! it's a good looking cellphone but not a friendly user one. ",negative
" i purchased a brand new samsung t809 and right out of the box the battery cover would not stay on the phone. i went to a genuine t-mobile retailer and after working on the phone for a good half-an-hour they were still unable to get the battery cover to fit. the sales rep had a t809 himself and was easily able to get his personal battery cover to fit. clearly a manufactuering defect by samsung. i contacted samsung for a replacement... after six weeks of hassling them over the issue the end result was that the t809 battery cover is not included in the warranty. what?! end result i get to duct tape my battery in place. thanks. if you're going to spend serious money on a high end phone... go with a brand name that actually stands behind their product. clearly not samsung ",negative
" i got this phone basically for free but even taking that into account i'm pretty disappointed with the phone. this is my first samsung and i'm pretty sure my last one! i owned a nokia before and i regret that i betrayed it. from now i wouldn't get anything besides nokia and in the worst case maybe sony-ericsson. so here is a short list of those little things that make your life with this phone (and it's combination with t-mobile) annoying: - the keys are not comfortable to use. - it's not really comfortable to open/close the slider and to make it easier you have to put your thumb on the screen which leaves is greasy all the time. - putting a comma while writing a text message capitalizes the next word - what is the logic in that?! (it annoys me because i do use text messages a lot) - you can't set the camera shutter to be silent... - you can only save 1 phone type for each category - what if the person has 2 business phones... - you cannot choose the e-mail address of a person from the contact list when you want to send a picture message to an e-mail address. and there is a lot more of those little illogical things that were just not thought through like it would've been in a nokia (even in a model 5 years old!) oh yeah and t-mobile really contributed to the greatness of this phone removing some of the features and limiting others like setting your mp3 as a ringtone (although there is an easy hack around it: just change the extension from .mp3 to .3gp ",negative
" i can't believe that with technology as advanced as it is samsung could produce this giant pos. it's flashy yes. but does it deliver?? no. i actually refused to pay the bill and let them shut my service off. i loved the clarity of the pictures even though the 1 megapixel camera was pretty lousy and i even liked the video feature. but the phone is only good if you can use it!!! it's been years since i've had such lousy reception from a phone. i'm considering taking the dealer to court over this since they pushed it on me and told me what a great phone it was. i want my money back!! ",negative
" has to be the worst phone i have ever had to pay for. between the missing features (no voice dial on a $200 phone?!) crippled features (i have to buy ringtones use their t-zone for the wap when i have the unlimited internet service already?) and poor reception and terrible battery life it has almost made me want to pay the early cancellation fee and find another carrier. anyone who would charge some much for this pos really doesn't deserve my business ",negative
" the darn thing broke almost immediately. when i tried to switch gel covers (it comes with 3 different sizes) the entire earpiece came off in my hands! what a flimsy piece of crap. i just sent it back to amazon. i'm never buying a jabra product again ",negative
" i bought this for $30 from best buy. what a waste of money! the ear gels are comfortable at first but after an hour or so your ear starts to really hurt from it. the sound quality is terrible! people i am talking to sound very muddled and overly loud even on the lowest volume setting on my motorola v300. what is worse people i am talking to hear me very poorly. they say there is so much background noise it sounds like i am in a noisy bar even when i'm just sitting in my car. people can barely hear me over the background noise racket ",negative
" beware! the product features for this product specified a call answer and end button on the headset. the device i received did not have that feature. i selected this model because of the advertised feature. amazon.com's description was erroneous and misleading. i returned the item and was charged for the return shipping. i emailed them notifying them that it was their fault for falsely advertising a feature that was not part of the product. they ignored my email. in the online return process there's no option that states the return was a result of amazon.com's fault. basically they falsely advertise so that you buy the product and when you discover it's not the right one you're screwed. i now understand all those complaints i've read about amazon.com. i'll take the loss this time but i won't repeat my mistake and order from them again. buyer beware! this review is not so much about the product as it is about amazon.com's false description of the product. i couldn't use the product so sorry i couldn't give a review about it ",negative
" going by the plantronics name i bought a pair of m60 headsets to use on a cell and a miniphone. they are incredibly cheaply made and when my wife gave them a try she got a nasty feedback squeal several times during a long call. essentially unusable unless we find some trick that we have missed so far. we ordered a sennheiser pc120 to try instead ",negative
" i bought 2 charges to try and save a buck but they are complete junk. they worked but never well for about a month and then the metal charger tip totally pulled apart from the unit ",negative
" i agree with most of the others it worked okay for a couple of months... now not only does it not charge my phone but if i plug it into my phone it immediately loses all charge! it's also always falling out of the lighter plug. i don't have that problem with any of my other chargers and i carry three chargers with me for my different gadgets ",negative
" although this charger is suggested when purchasing the verizon razr the phone complains that this an unauthorized charger and it will not charge the phone. do not waste your time with this ",negative
" does not work with verizon v3c. when i plug the phone in it says unauthorized charger and refuses to charge at all. it is a useless piece of junk for me considering it is supposed to be a charger. i give it one star only because amazon does not have the option for no stars. if i could i would give it zero stars. i suppose that would be bad for business but it is what it is. avoid this cheaply made product and get the real thing. maybe it works in china but not in north america ",negative
" a useless piece of junk. worked for 3 minutes then broke. have since bought a motorola-brand one for three times what i paid for this piece of junk. do not be attracted by a cheap price tag because you get what you pay for (or what you dont pay for in this case). ",negative
" this razr car charger only worked for about 1 week then quit working.. i would not recommend this vendors products. ",negative
" the premium vehicle power charger was not compatible. i returned i ",negative
" motorola one is far better in quality as well to use ",negative
" the product description should state that it does not work with the verizon v3c! when plugged in it states unauthorized charger and will not charge at all (although if the battery is dead it will give you enough juice to speak but it still won't charge(?)). ",negative
" these are not the same that come on the earbud and are not easy to use or to hear from. i sent mine back ",negative
" i bought these for use on my ipod earbuds. i had an old pair (they were green) that worked great but i lost one. within minutes of putting them on the earbuds they split open - all three pairs! if you're planning on using these for your ipod headphones look into the older colored ones - i believe they're a different material and less prone to cracking ",negative
" the service was good but the product didn't have enough info for me to make a wise decision. at the end i couldn't use the product on my jabra ear piece. the item description should have information on compatible ear sets to help make a better purchasing choice ",negative
" save your money. the eargels split in two days. i used regular ear buds on the large size. they did hold the buds in the ear better but no gain in sound quality. if you want the small and med i'll send them to you for shipping. i have no use for them ",negative
" i have ear gels before but none that were this cheap (and i don't mean cost!). there was no consistency in the size (they come in different sizes but no two were the same). and without fail every single one i tried to use split in half after being installed on the ear piece. every one! it didn't seem to matter if they were small or larger -- or even larger than the ear piece. the material just began tearing from both sides and ended up falling off in ever instance. i am sure there must be a better quality version of these things somewhere. i seriously do not recommend these to anyone ",negative
" as others have mentioned the front window blanks out almost immediately and even worse it doesn't show your missed calls. you have to open the phone. stupid design. it does not have any exterior lights such as my old samsung that showed when it was charging when charge completed when a voice mail was waiting etc. this phone needs to be opened to get any info. can't even see the time without opening phone. while talking on phone it blacks out after about 1 minute. i don't like that either. it's also very hard to hear on it. especially if in car with traffic noise. no i'm not driving but i'm a passenger trying to use my phone. forget it. re the color that someone mentioned. cingular is a light pastel pink tmobile is magenta (dark pink). the one thing i like is that this phone is a quad band and if you travel interationally it will be great. i just got the phone so haven't used it interational yet. oh it must tmobile to get international service. the phone has a camera plus other tech features but i don't use them. i want my phone only to be a phone no other gadgets. i would never buy this phone again and as soon as i'm eligible for an upgrade this phone is history. i doubt i would get a motorola ever again i'll stick to samsung. ",negative
" i actually went through three of these phones. each one that i had would just turn off in the middle of a call...not just drop the call i mean the phone shuts off! then i would try and start it again no go! so i had to take the battery out of the phone put it all back together and then restart it. half of the time it would start and say invalid battery and i would start the entire process over again. i complained so much to tmobile that they exchanged it for a motorola v360 which has all the same features except better reception and an mp3 player. i wouldnt reccommend this phone to anyone.... p.s. my husband has the silver one and the same thing happend to his ",negative
" i was so excited to get my first cool phone. . .i've always had perfectly serviceable but boring cell phones and when i saw the pink razr i knew i wanted one. i saved my pennies and gave myself an end-of-school-year present. i have only had this phone for a month but i am horribly disappointed. it has horrible reception (and i know it's not the network because i tested it side by side with other t-mobile phones) and drops more than half of my calls. it also turns itself off all the time - in the middle of conversation while in your pocket whenever. i went back to t-mobile and they are sending me a new samsung but i'm sort of disappointed that my pretty pink phone didn't live up to expectations. : ",negative
" t-mobile has the worst customer services. sometimes it is the company's mistake and they still blame it on the customer. since i started my plan i had a problem reciving my bill on time. so the company start charging me $5 late fee for four consecutive months. also when i tried adding additional features such as their text-message-bundle the change on the account did not take effect till two days later and i was charged for 10 cents for each message i used in these two daysand it costed me an additional $4. every time i tried complaining to their customer services they just wouldn't listen. i am starting to get the feeling that they are just trying to maximize their profit. more than once if i stay long-enough on the line they put me on mute so they don't have to listen to my complaining. i feeling that i am being treated like dirt not like a customer. i had the worst customer-services experience with t-mobile. also the reception is not the best in the country. i had friends who were using the same phone as the one i have but different network and they were getting services in places where i don't have it and they pay about the same amount of money ",negative
" the product itself would have worked great if they included all the pieces. only the plug in portion came no usb cord. i then requested a cord and webtreo said they would mail one to me immediately but none came. i emailed their customer service again and have received no response. fyi - it works to charge your ipod too ",negative
" this case does not work well. the case blocks the camera eye and the clip lasted one week ",negative
" whereas the body glove cosmetically looks good it has a diabolical flaw inherent in its poor design. the attachment button that is mounted on the rear of the glove that allows quick engagement and disengagement to the belt clip is seriously defective. the plastic button resides in a small pocket sewn into the rear of the glove. the problem is that the button flange that holds the button connector to the glove is floating inside of the rubber elastic glove. the pocket stretches! as soon as any pressure is applied to the phone when it is hanging on your belt (like when you sit down or bump anything) the connector easily (and silently) dislodges from its elastic pocket!!! your valuable cell phone drops to the ground and you have lost it! you have lost your phone but the button is still attached to your belt clip. this is a dreadfully constructed device that the designer should be ashamed of. use this glove at your own peril ",negative
" looks nice protects the i860 very well. but... i've only had it for 3 months the release broke off after 2 months which i rarely used. the swivel spins freely now and no longer rachets. the cover for the screen housing gets in the way of the camera it has to be held down away from the lense. body glove needs to send this one back to the engineers ",negative
" i never got my order even after a month after i placed it. they reply to you email with false info. always saying its on the way. one item that i did get was the wrong item. you have been warned. be very careful from these guys. ",negative
" i've previously had subscription cell phone services with a variety of providers but found i rarely used the number of minutes i was paying for. a prepaid phone service seemed like the way to go and sti mobile sounded like a good alternative because the price was competitive and minutes don't expire. i signed up and shortly after received my samsung phone. it arrived however defective - the port for recharging the phone was damaged. per the sti mobile web site i contacted them within 14 days to arrange for a replacement phone. this resulted in a number of email exchanges with customer service. in the first one the rep told me that i was mistaken and must have been sent the wrong charger. no offer was made to replace the charger strangely which was included as part of the package deal. after additional emails where i reassured her that i did in fact have the right charger (i took the phone in to a local merchant who showed me the charger i was shipped worked with an identical model phone - it was the port on the shipped phone that was defective). at this point the rep apologized and told me i would have to contact samsung for a replacement phone! this entire process took several weeks. in short i guess you get what you pay for. if i had been shipped a working phone sti mobile probably would have met my needs but i was turned off by the poor customer service and have since found another prepaid phone provider ",negative
" worthless. it rips off your battery door when you try to take the phone off. flimsy and broke within a week. not even worth the 0.01 i paid for it which is sad. : ",negative
" poorly made and weak. pulls the battery off my razr everytime i disconnect it from the holder. stopped using it within a day after purchase. there are better holsters for the razr on the market. avoid this one ",negative
" title says it all. phone falls out. clip swivels badly. just trash ",negative
" my motorola c139 with net10 crashed on me. i called net10 and they promptly sent me out a new phone except they sent me this flip phone (v171). i liked my candy bar phone and didn't want this flip piece of junk. i was happy with net10 service up to the point of my old phone failing and then things quickly went downhill. net10 would not transfer my number to the replacement phone even though i had minutes available on the old phone. i gave my wife the v171 to use and took back from her our cingular phone which works awesome with no problems. she had problems all the time with the v171. she had to always type in the area codes for all numbers dialed even the local numbers. she also had problems trying to dial a number and the phone would not dial after pressing all the numbers in the phone and hitting send. in my opinion the v171 is completely worthless. overall i am a very dissatisfied customer. my recommendation is to stay away from this phone and this service. go shop cingular for all the great deals they have ",negative
" service is terrible no good ringtones my missed calls list is always mixed up on the dates. dont get it! you will end up paying the same if you have a plan ",negative
" i wouldn't recommend this product to any one. the phone cover really sucks. i just used this product for a month....and the clip cover peeled off....really disappointed with this purchase. ",negative
" i agree on it was too good to be true statement for this package. the material used for earbud and the charger is really cheap !. the charger melted in the car after a sunny day i couldn't even test it. earphone quality is not good as well giving a constant humming noise. the case is the best out of these three so far. so one out of three for 10 bucks. i am not recommending anyone to buy this item. ",negative
" the case and ear bud are fine but the car charger i was sent doesn't even fit my nokia 6230. that was the main reason i bought this package. ",negative
" this deal was too good to be true. of course i wasn't expecting any name brand stuff here but at least i expected them to all work. i don't know if i got a bad earbud or what but it adds static and noise and therefore cannot be used. the case i didn't need but it does fit well and looks to be decently constructed. the power adapter seems to work fine. so basically i spent $9.99 and am only using the power adapter. i guess that's a good enough deal. i think i'll go spend some extra money and get a brand name earbud/headset though ",negative
" i recently purchased this bluetooth scala-500 and used it all about maybe 5 times. why such a short amount of time? because the sound quality heard on the other end is so poor that i am told it sounds like i am in a windy tunnel when in fact i am in the car with the windows up and radio off. it's a bit too hot to drive with air condition off and windows up just so the person on the other end can hear me. now i keep this piece of junk in my console and will only use it if my logitech bluetooth is out of power. if you buy this make sure you plan to use it in a place like a library where there are no sounds at all to interfere. the only good thing about this headset is that it was easy to setup and connects well with my cell phone. think twice about buying this product or check it out at your local retailer first. even with the rebate i only paid $[...] but still not a bargain. the one star was for the ease of setting up with my cell phone ",negative
" as soon as i bought it i realized it doesn't hold the phone too well. few days later my concerns proved them selves every time i made a rapid movement or tried to run with it (even very carefully) the phone would unclamp itself from the holster and slam into the ground. every time i was lucky to realize as soon as i droped it untill today when after coming home from shoping i realized my z520a is no longer with me. there goes a $200 phone lost because of a stupid $10 holster. do not buy this product if you realy need a holster go with something like sonyericsson's ice-26 that secures the phone with an extra flap on top so it dosn't slip out of the holster. as for me i gatta get me a new phone shame i had the z520 cell phone for about 4 months now and i really liked it ",negative
" the skin is a great idea but it is not practical. it is too thick to work with the seidio cradle i have so i must pull off the skin to sync my treo. the skin buttons do not always line up with the treo buttons so i misfire applications. the holster is a joke as it snaps over top the expansion card slot constantly ejecting the card every time i pull the phone off the holster. do not place the phone in your pocket with the skin on unless you need to see the inside of your pocket liner as it will not come out cleanly ",negative
" i was looking forward to the speck rubberized cover with some excitement however i was disappointed. while the cover fits very well it and may work in an industrial environment after the first day it looks like it's two years old. if you have an sd card in your treo forget it -- the belt clip will pop your card daily. and the belt clip itself is an afterthought easily sliding off your belt. don't even think about putting the treo in your pocket as the non-slip cover won't begin to slide into your pocket. finally the price at $32.95 is outrageous for a $5 cover. if you're in an industrial enviroment this may be your cover but for the rest of us...keep shopping or buy insurance ",negative
" the skintight cover is cool. works pretty well with the unit but the belt clip sucks! it's big and bulky and locks in over the mute switch on the treo and it sometimes slides the mute switch over to mute or vise versa. ",negative
" the headset really has bad sound quality. i missed the reviews before i ordered & i shouldn't have bought it. considering the quality of the headset i didn't even try the car charger in the fear that it wouldn't follow the necessary battery charge cycle ",negative
" this stuff isn't even worth $14.99. my husband and my aunt couldn't even hear me. it's a piece of crap. i sent it back the same day. don't buy it!! ",negative
" please please please do not buy this phone!!! i have had this phone for 6 months and i am so disappointed! of course it worked for the first 30 days (within the grace period) but then i began having problems with keeping the battery charged. i took it to the local sprint store and they gave me a new battery. that worked for a few weeks but just recently i've started having the same problem. i just spent over 2 hours on the phone (of course not my phone--i had to use my work time) with sprint and sanyo. of course neither company was willing to stand behind the product so now i have to send the phone (at my expense of course) to sanyo to have it repaired which will take two weeks at least. so please do yourselves a favor and pick out a different phone ",negative
" i was with sprint for almost 10 years all told. i had a picture mail account with them for about 3 years. just recently without any warning whatsoever they deleted over 500 of my precious pictures from my picture mail account...pics that had been accumulating and many of which had been safely and soundly sitting there for most of that period of time. most of these pics were very important to me and are now lost forever.(i had only backed up about 45 of them.) i guess it was my own fault for trusting sprint but they offered no real explanation and when i tried to have the pics recovered not only could they not do that but they said they had no record of me ever having the picture account that i had with them for almost three years!!! this is the worst thing any service company has ever done to me! so my advice: don't trust sprint!!! again this happened with any warning! it could happen to you too! trust me: avoid sprint at all costs! i should have ",negative
