text,class
" i have gotten better results with sterlingtek batteries for a fraction of the price...like less the $15 shipped ",negative
" when i received the camera i thought of giving it a 5 star because the good looking and nice picture. after 6 months use i wish i could give it a 0 star. it's true it looks good but it's very hard to hold the camera. it droped twice when i took pictures. also the lens is too small. the dirt is very easy to get onto the lens and very hard to clean b/c it's small. thanks the dirty lens the picture quality is worse than ever. the battery is very small too. after 6 months use it can not hold enought power to shoot 10 pictures! they have to put the buttons here and there to fit the small space. it's not a user friendly camera. ",negative
" i bought this monopod about 3 weeks ago after reading the reviews here. i'm not sure if i got a defective unit but i've had these problems from the gitgo: -i noticed the 2 lower sections will not open and close smoothly they would get stuck about 2-3 inches from the lock and you'd need force to expand/retract them. very interestingly if the section right above the one i'm trying to expand/retract is unlocked then the operation is smooth and flawless! -the ballhead does not support my nikon d80 and lightest lens (18-55mm) a less than 2 lbs combo which is much lighter than the 4.4 lbs weight limit indicated in the specs. the camera just slumps in one direction or another regardless of how hard i try to make sure the ballhead is locked tightly. again it might have been a defective unit but i thought i'd point my observations out anyway. i wanted to buy this from amazon it wasn't in stock it was sitting in my shopping cart and when it became available amazon bumped the price to $40+ so i went elsewhere and got it for $30. ",negative
" polarizing filters are used to eliminate glare on non-metallic surfaces like glass or water. they can also be used to increase the contrast and color saturation of your image. i use my polarizer not only to eliminate glare but also to make skies a nice shade of blue or to get some pop out of clouds. there are so many options to consider when purchasing the polarizing filter for your needs. for instance linear vs. circular film or digital versions or quality vs. price. if you are making use of a ttl or auto-focusing system circular polarizers are designed to work with those features. linear polarizers has their uses but they are manufactured differently and may not work. unless you are certain just get a circular polarizing filter. there are some digital circular polarizers on the market. i am not sure what makes a cir-pl lens better for digital as opposed to film. i use a canon 20d digital slr and see no problems caused by using a supposed non-digital filter on a digital camera. most of the time when it comes to filters; you get what you pay for. does that mean you need an expensive polarizer? of course not just be sure to get the right filter for your needs. what ever polarizing filter you get make sure it is color neutral to prevent unwanted tinting. spending more on a color balanced filter will save time in post. if you need multiple filter sizes consider saving money by using step down rings. currently i use the hoya pro1 filters as the canon polarizing filters i previously owned were without question bulkier and heavier. the weight might not seem like much but when you stick all your items in a backpack all the extra bits of weight add up quickly. i can spend a good amount of time with my equipment on my back so this is a big concern for me. when it came down to the images at times i would see a browning tint on my photos. the tint is easy to clean up in photoshop cs2 but i don't see that problem with the hoya pro1 filter. overall i would recommend against the canon polarizing filters. i originally thought it is canon it must be quality. since then i have replaced all my canon filters. this filter works but comes at a cost of disadvantages to other similarly priced filters. pros: can be used for film or digital cameras eliminates internal reflections and ghosting cons: bulky and heavy not neutral color balance ",negative
" as a professional photographer i find myself going through 5-6 of these cords each year. my equipment is my livelyhood and although it is used often i am exceptionally careful with all of my gear and do not bang it around or abuse it. i use a stroboframe which makes it necessary to use this cord to raise the flash well above the focal plane of the camera. these cords are very expensive to get just a few months out of them. eventually the hot shoe connector will either become loose and the connection will no longer function or the plastic connector will break and your flash unit will fall to the ground. (this has happened twice to me and fortunately i was able to catch the flash unit!) the cord is indespensible if you need it but contact canon usa and ask them to reengineer this cord or expect to replace them every few months ",negative
" i am on my third off-camera cord (about one per year). two have broken. as other reviewers noted the four screws under the metal retaining clip on the female end of the cord loosen and eventually fail. i have found that a thin narrow knife can be used to remove the black spring cover over the screws on the shoe. you can then tighten the screws with a screwdriver. if you use locktite on the screws then they will not loosen. canon should do this at the factory. i use this cord with a stroboframe portrait/landscape grip which raises the flash over the camera by six inches thus eliminating red eye and providing a much more pleasing light. the stroboframe grip comes with the right size threaded screw for this cord. when my cords failed i lost the extended-through the lens metering just like another reviewer noted. i am not a professional photographer and only use the camera occasionally yet the cord still fails. canon should re-engineer this cord to make it more durable. unfortunately i do not believe that there are alternative cords. it looks like i will need to keep buying canon cords ",negative
" i have been using this cord for about a year and i had problems with its durability. it actually worked fine for a for the first 5 months but then it started to fall apart. when mounted on the hotshoe of my flash bracket the thin plastic shoe (where the flash is attached to) developed a crack and eventually broke off making it useless to mount the flash. i had to buy a replacement part from canon (who charged me $16 for this small plastic piece). i flipped the flash carefully from then on but then it still cracked!! i wrote to canon and asked them to reinforce the bottom maybe made of metal instead of thin plastic. so far there is no response. a few months later the cord for some unknown reason makes my 550ex flash switch from the ettl to ttl mode and making the flash fire at full power overexposing the entire image. i checked the flash by putting it directly on the camera's hotshoe and the flash worked fine switching back to the ettl mode. for a piece of equipment from canon it's hard to imagine it giving so many problems. it's like they only paid tons more attention to their cameras than their accessories. as there are no other oem manufacturers of this cord i am forced to get another one and hope for the best. ",negative
" beware of assuming that the uv filter recommended by amazon for a particular camera with a fixed lense size that i purchased is the correct size. it wasn't even close. no size was given for the lense diameter. i returned the filter for a full refund minus my shipping & all the hassel of packaging it ",negative
" i agree with the previous review. the deluxe blower brush just left more dirt in the camera because the hair of the brush is falling out ",negative
" this kit is just junk. the &quot;deluxe blower brush&quot; is a cheap plastic blower in the tiniest size. there is a &quot;tweezers&quot; that is just folded aluminum sheet metal - there's no way that is getting anywhere near my cameras. there are a few sheets of lense tissue and a few swabs to use with the cleaning solution. the &quot;lintless cleaning cloth&quot; is an about 3&quot; x 5&quot; piece of something akin to reusable paper towels that you'll use about three times and then throw away. this kit is not worth buying at any price because it's not worth the shipping charges ",negative
" polarizing filters are used to eliminate glare on non-metallic surfaces like glass or water. they can also be used to increase the contrast and color saturation of your image. i use my polarizer not only to eliminate glare but also to make skies a nice shade of blue or to get some pop out of clouds. there are so many options to consider when purchasing the polarizing filter for your needs. for instance linear vs. circular film or digital versions or quality vs. price. if you are making use of a ttl or auto-focusing system circular polarizers are designed to work with those features. linear polarizers has their uses but they are manufactured differently and may not work. unless you are certain just get a circular polarizing filter. there are some digital circular polarizers on the market. i am not sure what makes a cir-pl lens better for digital as opposed to film. i use a canon 20d digital slr and see no problems caused by using a supposed non-digital filter on a digital camera. most of the time when it comes to filters; you get what you pay for. does that mean you need an expensive polarizer? of course not just be sure to get the right filter for your needs. what ever polarizing filter you get make sure it is color neutral to prevent unwanted tinting. spending more on a color balanced filter will save time in post. if you need multiple filter sizes consider saving money by using step down rings. currently i use the hoya pro1 filters as the canon polarizing filters i previously owned were without question bulkier and heavier. the weight might not seem like much but when you stick all your items in a backpack all the extra bits of weight add up quickly. i can spend a good amount of time with my equipment on my back so this is a big concern for me. when it came down to the images at times i would see a browning tint on my photos. the tint is easy to clean up in photoshop cs2 but i don't see that problem with the hoya pro1 filter. overall i would recommend against the canon polarizing filters. i originally thought it is canon it must be quality. since then i have replaced all my canon filters. this filter works but comes at a cost of disadvantages to other similarly priced filters. pros: can be used for film or digital cameras eliminates internal reflections and ghosting cons: bulky and heavy not neutral color balance ",negative
" i purchased this bag because i did not wnat to spend a ton of money on a case to protect my canon rebel eos digital camera. i only have 2 lenses but the bag is capable of holding the camera and 4 lenses as well as pockets for cables batteries etc. i think this is a great unit for the beginner (like me) or the pro. ",negative
" for nearly $100 this adaptor provides very little (1.5x) magnification. it is also a nuisance because you have to switch the camera settings every time you use the lens for it to function properly. this is no big deal with the wide angle adaptor which is used infrequently by me but it is when you want to capture a fleeting image at a distance. it is lightweight but cumbersome and doesn't accept filters. for real telephoto capabilities get an slr with interchangeable lenses. i sent this product back. ",negative
" description or product is wrong. there is no quad independent power/charging indicators. they are set up in banks of two. one light for two charging bays. batteries must be charged in banks of two. tried e-mailing vidpro for additional info on this charger. e-mail came back as undeliverable. cannot find any reviews on the internet for this charger ",negative
" the documentation is terrible. its going to take a lot of practice. if you're just going to stick it on top your camera its fine. however i want to use it off-camera to trigger 2 x sb600s. just setting the d200 to fire a pre-flash that will trigger the sb800/masster & sb600s it's a nightmare and its not covered in any detail in the manual. the sb800 is designed for this purpose. so why not include information on how to do this? ",negative
" i bought this flash hoping to improve my indoor pictures with my rebel xt. amazingly i find absolutely no difference between using the built in flash of the camera or this unit. i find pictures taken at a very reasonable distance (8-10 feet) to be under-exposed unless i correct the exposure using the menu. would be curious if the more expensive units including the 430ex are better but i cannot recommend this one ",negative
" i was expecting much more from this flash i already started looking for the better one. if i knew this was a closeout item i'd never buy it. it died on me with no indication sent to canon fixed and returned with a big scratch on it. now it does work but sometings wrong with recycle time even with brand new duracell batteries... save money and buy 5xx series flash.. ",negative
" at 300mm this lens is very soft it's hard to get a shot that looks like it's in focus. to do so you need to shoot at about f/11 and then since there is little light available you usually have to bump the iso to 800 or 1600 just to get an acceptable shutter speed. of course the high iso then introduces other artifacts. the focus is also dead slow and often doesn't lock on. this is a lens that i have constantly fought with. don't upgrade to the new 70-300 is either as it's only marginally better. buy the 70-200 f/4l. it's a far superior lens ",negative
" this camera worked very well until the lens got jammed in its extended position. i sent the camera for warranty service (i had it less than 7 months) and they refused to honor the warranty because it was a bit scuffed and a little decorative ring on the end of the lens that had been attached with 2-sided tape had come off. they claimed this happened due to physical damage but this occurred during normal use: i was just changing modes and the lens didn't retract. don't bother trying to get warranty service unless the unit looks brand new. even then don't be surprised if they renege on the warranty. i had another a410 that did the very same thing (lens got jammed) but was stolen in a break-in before i sent it out for service (so i suppose it was no loss after all). obviously there is a design flaw that causes the lens to extend too far and come off track inside. in short this camera is not suitable for frequent use in the field. if you buy it and plan to use it a lot expect to be buying another camera or paying for a repair that should be covered under warranty (which i'm not doing) soon. ",negative
" this camera is incredibly frustrating. i must admit that under ideal lighting conditions outdoors on a moderate to fully sunny day the camera takes wonderful pictures. however photos using indooor and mixed lighting conditions leave alot to be desired. if you want to take any indoor pictures with natural light this is not the camera for you. the reason being is that if the flash is not activated or the lighting is not perfect the camera slows down the shutter speed considerably. since the camera does not have very good image stabilization (if any) indoor pictures are blurry unless you have the hands of a surgeon. of course you can use the flash but then your subject will be overlit while the background is pitch dark. and forget about taking long range pictures indoors (i.e. at a graduation ceremony or wedding) because if the flash is on you will get a black picture because the camera does not compensate the shutter speed for distance it only adjusts to whether or not it thinks the flash is on. if it is off your picture will be blurred because the shutter stays open for 1-2 seconds. since i take alot of indoor pictures this camera is worthless to me. if you only plan to take outdoor pictures in ideal light this is the camera for you. if you want to do any natural light photography forget it. ",negative
" i bought this lens for my canon 30d after reading every professional review i could find. i knew going in that this lens wasn't perfect but was supposed to be better than the 18-55 kit lens. i liked the range that it provided and the image stabilization. i shot pictures with this lens and was extremely dissapointed. the pictures were not sharp at all and the colors were dull. i thought it might have been my new camera at first because i couldn't imagine the quality would be this bad. i ruled this out after i used my canon 28-105 lens i had for my canon film slr and the results were much better. for the digital focal length though my old lens wouldn't suffice because of the 1.6x focal factor. later i decided on the tamron 17-50/2.8 after reading reviews. the salesperson at the professional camera store guessed that my pictures were very soft when i told him i had this canon lens. he said let me guess you'd like to try the tamron 17-50/2.8. he said that this was the very best lens to buy in the price range and to take it home and try it. i could return it with no questions asked if i wasn't satisfied. he also said that he hadn't had one person return it yet. my first images with this lens were great. they were sharp and had way more vibrant color. there is absolutely no comparison at all. i was hesitant to buy a third party lens but my fears were instantly eliminated after seeing the results. this is the first review i have ever posted on amazon. i was so dissapointed that i wanted to help others not make the same mistake. after spending $$$ on a digital slr it would be a waste not to get great pictures with it because of the lens. before taking a chance on buying the canon do yourself a big favor and try the canon and tamron at a local store. ",negative
" i do video work and was attracted to the sale price and extra height of this particular tripod. come to find out this model does not have a fluid head meaning if you do any panning with a camcorder it won't be as smooth as you'd probably like it to be. also at the end of a pan the head tends to unwind causing your panned image to back up a little ways. thus i think it's rather misleading to label this as a photo / video tripod. additionally i don't really care for the cheap feel of some of the plastic knobs and adjusters. finally mine came with a few very minor cosmetic blemishes almost as if it were used. instead of video i'll be utilizing this one as a microphone mount. if you want to do video please buy a tripod with a fluid head. you'll love it i guarantee that. that's why i give this one 2 stars ",negative
" looks nice. unfortunately did not power up the camera so i can't say much else. going to cost me return shipping at the very least. sorry i didn't buy the canon product instead ",negative
" im not from usa. my brother bought me the camara in a trip three months ago and it is not working!! it has serious conection problems in the body that i cant fix in my country. i lost 1000 us ",negative
" i purchased this camera in august 2006 and have sent it out for repair 4 times already for the same problem and it is november 2006. kodak just keeps telling me to send it to get repaired. is that right? it takes great pictures but when you try to download them to your computer it works the first time. you try to do it a second time and it freezes and gives you a cannot read device message. i have two kids and the most important thing is to send picture emails to all the relatives across the globe on their updated lives. i now have to go to my local photo place to get a cd and prints made and then download them into my easyshare software. oh shouldn't it be easier after spending that much money on a camera. also i had to purchase a dock adapter for my printer dock. when i put the camera on the dock it doesn't charge the battery or print pictures the screen just goes grey. this camera has had its main board and firmware repaired and replaced every time that it has come back to me. the cost of shipping cd's and prints has just added to the headache this camera has given me. kodak has not been helpful at all and they inform me the only form of communication of through email. what are they afraid of they need to face the problem and satisfy their customers. do not purchase this camera it is a great if you just never want to get them out of the camera ",negative
" i only wish i could return this camera. its automatic focus does not work well in photographing landscape scenes and plants (what i do most) and its manual focus is difficult (very difficult) to use. my much cheaper and lower resolution old minolta does a much better job in low light conditions. i find i have to delete half my photographs due to bad focus. in addition photo files take 5 to 6 seconds to save to my so-called high-speed memory card. don't buy this camera ",negative
" this item is either not coated or has a single coating and thus any time sun hits the filter it produces flare in the picture. furthermore after doing more research it turns out that these uncoated or single coated filters can cause up to 9% light loss vs multi-coated filters like hoya s-hmc or b+w mrc filters. as for polarizer effect itself i think it's amazing and you owe it to yourself to at least try it on a nice sunny day. (the sky and foliage will look completely different and alive ",negative
" to customer before me you camera d200 might be on recall. please check the nikon website for more info. you have described the exact recall problem. good luck! btw have you tried or someone tried this battery on a d70? i am thinking to consolidate and have all greys batteries rather than black for the d70 and grays from the d200. ",negative
" amazon's aggressive marketing tacticts now include shipping you goods when you called them to cancel it. i will never buy from amazon again. i bought over 100 items over 5 years. i purchased the camera on a 1 day delivery plan. they then just ship 4-5 day completely insensitive to a photographer's needs. i cancelled order 2 days before it ships they say sorry we cannot cancel. 2 days??? come-on. i guess the $3000 just creates nice interest. the end for me and amazon i do not like this kind of aggressive marketing. good advice rather buy direct from b&h photo pay double if you like but you will get what you pay for there not aggressive marketing and shoving of a product down your throat at their terms. i am truly annoyed. run hide. ",negative
" i bought this lens based on the super telephoto ability and low cost. you truly get what you pay for and this thing isn't worth a plug nickel. i took a few shots on a tripod and could not believe how terrible this lens was @ 300mm (480mm on a digital rebel xt). incredibly soft. even stopped down i would never want to make an enlargement from it. stay away. don't believe the fools who are novices you will be disappointed with this lens. you're much better off to buy the older & used 100-300mm 5.6 (the l version costs more too) but both are so much better than this junker. you're even more crazy if you think you can take decent photo's with this lens handheld. having switched from nikon when switching to digital i almost judged canon from this one lens which i'm glad i didn't. don't waste your money or learn the hard way like i did. this lens also had terrible purple fringing almost as bad as the kit 18-55mm. after extensive research and testing i now own and am happy with the following canon lenses: canon 10-22mm canon 28-105mm (3.5 version) canon 100-300mm (5.6 non-l version) i will sell for the l version when i can afford it. the kit 18-55mm makes usable shots but when i could afford it i sold it too. you will get better results buying a rebel xt and an older 100-300mm than you would with a brand new xti and this terrible 75-300mm lens. ",negative
" the minute i took the monopod out of cover it broke. the mounting head fell apart from the leg. the glue they use is very bad. i didn't return the product because i think the replacement would be the same quality and it was not worth the affords. i just fixed it myself ",negative
" you get what you pay for most of the time that cliche is true but there are products out there that break this rule. the philips dvp642 is one of them a great quality versatile product selling at a bargain price. this is not. i was hoping the same of this product from all the glowing reviews on here. however this quality of this monopod is very disappointing. first of all you have to ask yourself why do you need a monopod over a tripod? for myself and most it's because we need some stability and portability for our telephoto zoom lenses. however telephoto zooms are long and heavy so the monopod should be designed strong and solid to live up to the task. this monopod doesn't even come close. here are it's bad points: -the aluminum construction is very cheap quality. the leg segments wobble laterally when you extend and close them. it feels like thin cheap aluminum and the monopod feels it could break in half like a toothpick at any time. -the head is very cheap and not solid. no matter how tight i tightened the head my camera would slope down. the workmanship of the head is so cheap that at any point you think that you're going to break the plastic tightening screw if you tighten it too much. i think we've all experienced that in the past. -the leg locks are not tight. when you push down on the monopod the leg segments slide back into themselves. in the end it was a risk i took hoping that i could get a high-quality product for a cheap price. sometimes you can get away with that. walmart sells a very decent functioning tripod for only $30. in this case i should've bought a real monopod. oh well i wasted $16 that i could've used to help pay for a higher quality monopod ",negative
" last march (2002) i bought this camera and it was wonderful although it was refurbished by canon it worked perfectly. i bought also a new battery and a 48mb compactflash memory card and everything was working fine. 6 months later the camera had electrical problems and warranty had expired. now the cost to fix this problem is far bigger than to buy a new camera because warranty period for refurbished items is less than 6 months ",negative
" i was deeply dissapointed in this lens hood. given that the cost is about 10% of the cost of the lens for which it was intended (the 70-300 is in this case) i expected it to be of stiff durable polycarbonate. -positives- fulfills the basic function of a lens hood- prevents flare etc. the bayonet locking system is excellent much easier to deal with than scew-on type lens hoods. that's about it. -negatives- the polycarbonate is so thin i half expect it to be translucent. the hood must be gripped by the base to remove it as grippng the thin end of the hood may break it; or at least it feels like it may break it. its very long. especially on the 70-300 which is already a long lens this makes a fully extended zoom about a foot long. that's pretty conspicuous. it's very overpriced vs. generic lenses ($50 vs. $5-10 for rubber or metal). i traded it in and went with a kalt rubber lens hood. 2 stars for the great bayonet design but the rest of it is weak ",negative
" canon's 28-135mm with is (image stabilizer) is a far better choice for the money ",negative
" ok i imagine if you forked over the $900 for this baby you would not want me telling you that you got a bad deal but i am going to say it anyway. this little baby is way over priced not to mention you need a lot more than just this to make it work. you need a wireless router!! so rather than just complain let me tell you what i want canon to do about it and maybe we can start a revolution! with cf cards in the 12gb range it doesn't make sense that you would need this for capacity reasons (i know those of you with the biggest and brightes 16mp that shoot in jpeg & raw on the highest settings just laughed at me) however where this item is worth it is if you want to immediately see your shots on a big screen or computer without having to take the shot take out the card etc. what i want is a bluetooth compact flash card. they make these so i know it is possible. i would like canon to offer support for these compact flash cards so that i can immediately sync my bluetooth computer with my bluetooth camera. now that would make it so that when i am in the studio or shooting a wedding i have the mobility 30 feet - 90 feet depending on card and i don't have to drag along a wireless router and i saved myself $700. get to it canon - i am waiting!!! ",negative
" i got this for my s70. first off in order to use it you have to set the s70 to radio control (about 9 button pushes). then you had better stay no further away than six feet or so (and only in *front* of the camera-the remote doesn't work from the rear!). oh and if you want to adjust your framing forget it-the zoom is immobilized. if you need a cable release i strongly suggest simply using the self-timer built into the camera. it gives you 2-second and 10-second settings and you're almost certain to have a steady tripod by that time. ",negative
" i have just bought the sony cybershot w100 camera little over a month ago and i have only taken 30-40 pictures i loved it and then it just stopped working so i recharged the baterry no luck still the camera wouldn't turn off or on. so thankfully i had bought a 2nd backup battery charged it and tried the camera again. no it doesn't work it only makes a slight ding sound and shuts off. basically worthless. it seems like it might have short circuited. but i was so excitted to buy this camera i read all instructions before use i haven't let anyone else use it and it hasn't been out of my sight never been dropped never in extreme hot or cold always well protected. so i am going to try to return it or exchange it. i am hoping to get good service or i will be really upset for spending so much money and research just to take 30-40 pictures. hopefully i can let you know if they stand by their products. before now i have always been happy with what i have bought from amazo ",negative
" you got to have extremely steady hand or camera stand to use this camaera. during my niece wedding i put in a 2gb of memory and we were trigger happy we must have took over couple hundred of pictures however i am very unhappy about the result. 3 out of 5 pictures are fuzzy messy out of focus. on the other hand for the pictures that took a few mins to line up and with a very very steady hand you got a great picture. size is good weight is a bit on the heavy side for the size but to some people that's good quality ",negative
" like another reviewer's my experience has been mixed. i use this remote with the d50. sometimes the remote works then it goes on strike. then suddenly it works again. same distance and angle from the camera. i changed the battery - same result. i hardly use it anymore because it is so unreliable ",negative
" image quality is pathetic. it generates ludicrous amounts of noise even at the lowest iso (80). rest assured you will be disappointed. i returned mine within a day ",negative
" i purchased this set and upon arrival i found the circular polarizer to be defective. amazon quickly replaced the set and this polarizer did not work either! i returned the set as i am not going to waste any more time trying to get a polarizer that works. i'll pay more and get a quality product from a different maker. i will say that amazon is second to nobody for customer service. i appreciate that and will continue to be an amazon customer. however i can't say the same for tiffen. ",negative
" i got it just today and used it for cleaning my lens. the solution might be useful the blower is useful the swabs can be useful with their pointed tips but the so called magic cloth is anything but magic. it kept leaving lint on my lens ",negative
" the camera takes good pictures as long as you have a steady hand. some pictures come out dark and some shadows on pictures. some pictures come out blurry - no stabalizer. this camera's randomly broke after about 1 year and i did not drop the camera (just like another reviewer). i bought a sony pda and the same thing happened to that lcd - randomly broke - has a crack across the lcd. of course sony said it was my fault and that i must have done something to it and refused to honor the warranty on that pda - after 1 month? since the camera was out of warranty i knew there was nothing they were going to do. so if you want a decent camera with lousy customer service to support it - go for it! but if you want a great camera and a great company to support their products look elsewhere. i used to be a great financial supporter of sony products - monitors computers camcorder memory sticks etc. i am not buying anymore sony products - i have lost the love for sony and their products! beware! canon here i come! ",negative
" i had my sony dsc w70 for just one month when the viewing screen suddenly cracked without being dropped or hit. the glass itself was intact but something underneath was clearly broken. mailed it in to the factory service company for sony and i was informed 3 weeks later that it is not covered by warranty and will cost $181 to repair. this is 2/3 the cost of a new camera and does not make sense financially. i have a friend who had the same problem of a broken screen with the identical sony camera. ",negative
" the camera worked fine; however after six months it stopped working. i took it to a pentax authorized repairer and pentax refused to pay for the camera because the was dirt and grit in the zoom mechanism. my use was in no way abusive. i had a previous canon powershot s200 that lasted forever with the same usage until i gave it away. i guess i should have stayed with canon. i bought the pentax for its size and lightweight but what good is that if it doesn't last! don't get the pentax and expect long term use out of it ",negative
" yes i have to agree with the previous review. it doesn't seem to make any difference in reducing lens flare from light sources. it doesn't seem to extend far enough to actually do anything. if it was less expensive i wouldn't mind as much and just chalk it up to extra protection. but that seems to be all it's good for ",negative
" i bought it for my 18-55 ef-s and it looks like it is not very efficient - but i guess it is normal for a 18mm (x 1.6). i would have prefered a tulip design like those of sigma ",negative
" i bought this lens and was pretty excited about it but i've been disappointed. previous to this i bought the 50mm 1.8 for $70 and that lens completely puts this one to shame. i need a wider angle lens and went for this one but all too often found myself quite disappointed with the results. edges of subjects were all messy and just looked terrible even at higher f stops. i shoot with a 20d. the usm is awesome though and will for sure be an option in whatever lens i choose to buy in place of this one. the focal range of 28-105 was also very nice but to me the picture quality was not so good ",negative
" it takes around 3-4 seconds to take the picture after i click the button!! and then another 8-10 seconds just to store that picture on the sd card!! so basically i cant take another picture until atleast 10-15 seconds of one picture!! ",negative
" like most people i got this camera because it is quite compact for the quality of the image. i've been pleased with the image quality when it works but from the start it's felt flimsy and felt like it would die with any rough treatment. sure enough: * the shutter cover has often stuck open or shut. * sometimes it refuses to start at all. * it sometimes powers on as you're putting it into your pocket which opens the barrel which has got to damage the camera. * finally the lcd stopped working altogether. this is after 8 months. casio has decided i'm not under warranty (no explanation as to why no phone number to argue with them) and is charging me $97 to repair it. don't be seduced! it's a poor quality product ",negative
" just for the record my lens has frozen as many others have complained on this and earlier casio models. presently in iraq i do want to have a camera with me but am not inclined to send it back in view of the reports of poor customer service. sad. it looked to be a great camera ",negative
" i love canon products and i have had a complete canon system for about 10 years. i love everything canon does. however i do not understand canon's reasoning behind producing this lens. the reason for the ef-s lenses is offering wider angle by getting the rear elements of a lens closer to the film plane. they cannot do this on film and full frame sensor cameras because the mirror is larger and would hit the rear elements of an ef-s lens. they have indicated however that by 35 mm that advantage is gone. why then do they produce a 60 mm macro lens when they already have their macro requirements covered with they current three lenses? i would guess that the short back focus makes the lens cheaper; but this lens is only $60 short of the excellent 100 f2.8 usm macro. as i said if for $60 i can get a lens that has 40 mm more reach (66 in 1.6crop cameras; useful in macro photography) and that works on all canon cameras i'm not going to be thinking about this lens at all. granted you might not be thinking of buying a ff camera anytime soon but canon has indicated that eventually they will have ff on all their dslr's so why bother with this lens? the 17-85 or 10-22 are very reasonable offerings for the ef-s lineup but the 60mm macro doesn't make any sense to me. my $0.0 ",negative
" after reading the many good reviews here i too bought the lenmar battery to act as a second battery for my canon digital camera. i was totally pleased with the excellent performance as many others have noted. the only difference i noticed between the lenmar and oem battery was that with lengthy continuous shooting with the lcd screen on the camera case got significantly hotter with the lenmar battery that with the oem. this was not a problem until i was shooting on a 101 degree day (with the lenmar battery in) and suddenly the screen went black. i could view previously taken pictures (lcd ok) but any new photo i tried to take was black. i read later in the manual the upper operating temperature of the camera is 104 degrees. once the camera cooled it worked again for a while but the black photo problem continued intermittenly for a few weeks then the camera completely stopped taking photos no matter what. so was it the lenmar battery's extra heat generation pushing the camera over its temperature limit and damaging the circuitry? would it have happened if the cooler running oem battery was installed on the hot day? i can't say for sure but if you use a lenmar battery i would be careful about operating it on a very hot 100 degree day (e.g. use the viewfinder not the lcd since that generates heat or turn the camera off a lot to cool down between shots). ",negative
